product_name,brand-name,rating,ingredients,product_url
Intensive Overnight Hair Repair Serum,Keranique,4.7,"Water (Aqua), Glycerin, Propanediol, Niacinamide, Acetyl Glucosamine, Quaternium-80, Arctium Majus Root Extract, Panax Ginseng Root Extract, Propylene Glycol, Oleth-10, PPG-5-Ceteth-20, Ammonium Acryloyldimethyltaurate/VP Copolymer, Polysorbate 20, Cystine Bis-PG-Propyl Silanetriol, Quaternium-95, Larix Europaea Wood Extract, Zea Mays (Corn) Starch, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Serenoa Serrulata Fruit Extract, Hydrolyzed Ceratonia Siliqua Seed Extract, Copper Tripeptide-1, Panthenol, Fragrance (Parfum), Polyquaternium-11, Cetrimonium Chloride, Glycine, Biotin, Baicalin, PEG-12 Dimethicone, Menthol, Hydrolyzed Keratin, Keratin, Acetyl Tyrosine, Arginine, Calcium Pantothenate, Zinc Gluconate, Hydrolyzed Corn Protein, Camellia Sinensis Leaf Extract, Zinc Chloride, Glucosamine HCl, Hydrolyzed Soy Protein, Ornithine HCl, Guar Hydroxypropyltrimonium Chloride, Hydroxyethylcellulose, Polyquaternium-7, Sodium Metabisulfite, Aminomethyl Propanol, Disodium EDTA, BHT, Caprylyl Glycol, Phenoxyethanol, Chlorphenesin, Benzoic Acid, Sorbic Acid, Benzyl Alcohol, Cinnamyl Alcohol, Coumarin, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Isoeugenol, Limonene, Linalool, Butylphenyl Methylpropional, Alpha-Isomethyl Ionone.",https://www.ulta.com/p/intensive-overnight-hair-repair-serum-xlsImpprod13061029
5% Minoxidil Hair Regrowth Treatment For Men,Nioxin,4.6,"Active: Minoxidil 5%. Inactive: Alcohol, Propylene Glycol, Purified Water.",https://www.ulta.com/p/5-minoxidil-hair-regrowth-treatment-men-xlsImpprod12291933
Luscious Lashes & Locks Set,Grande Cosmetics,5,"GrandeLASH-MD: Water/Aqua/Eau, Panthenol, Glycerin, Sodium Citrate, Leuconostoc/Radish Root Ferment Filtrate, Alanine, Alcohol, Aloe Barbadensis Leaf Juice, Arctostaphylos Uva URSI Leaf Extract, Arginine, Aspartic Acid, Calcium Gluconate, Caprylyl Glycol, Chamomilla Recutita (Metricaria) Flower Extract, Ethylhexylglycerin, Gluconolactone, Glycine, Hexylene Glycol, Histidine, Honey Extract/Mel/Extrait de Miel, Hydrolyzed Glycosaminoglycans, Hydrolyzed Yeast Extract, Hydroxyethylcellulose, Isoleucine, Isopropyl Cloprostenate, Magnesium Ascorbyl Phosphate, Panax Ginseng Root Extract, PCA, Phenylalanine, Polysorbate 20, Proline, Propylene Glycol, Serine, Sodium Hyaluronate, Sodium Lactate, Sodium PCA, Threonine, Tocopheryl Acetate, Triethanolamine, Tussilago Farfara (Coltsfoot) Leaf Extract, Valine, Vitis Vinifera (Grape) Seed Extract, Phenoxyethanol, Sodium Benzoate, Sodium Metabisulfite,GrandeHAIR: Water/Aqua/Eau, Glycerin, Butylene Glycol, Polysorbate 20, PEG-40 Hydrogenated Caster Oil, Menthyl Lactate, Alanine, Alcohol, Apigenin, Arctostaphylos Uva Ursi Leaf Extract, Arginine, Aspartic Acid, Biotinoyl Tripeptide-1, Bisabolol, Calendula Officinalis Flower Extract, Camellia Oleifera Leaf Extract, Carica Papaya (Papaya) Fruit Extract, Disodium EDTA, Geranium Maculatum Extract, Ginkgo Biloba Leaf Extract, Glycine, Glycyrrhiza Glabra (Licorice) Root Extract, Histidine, Hydrolyzed Wheat Protein, Isoleucine, Isopropyl Cloprostenate, Magnesium, Ascorbyl Phosphate, Oleanolic Acid, Panax Ginseng Root Extract, Panthenol, Fragrance/Parfum, PCA, Phenylalanine, Pilocarpus Pennatifolius Leaf Extract, PPG-26-Buteth-26, Proline, Serine, Sodium Lactate, Sodium PCA, Taraxacum Officinale (Dandelion) Leaf Extract, Threonine, Valine, Vitis Vinifera (Grape) Seed Extract, Benzoic Acid, Chlorphenesin, Phenoxyethanol, Sodium Benzoate, Sodium Metabisulfite, Sorbic Acid, Alpha-Isomethyl Ionone, Benzyl Benzoate, Citronellol, Hexyl Cinnamal",https://www.ulta.com/p/luscious-lashes-locks-set-pimprod2035697
Haitian Black Castor Oil Deep Conditioning Hair Mask,Kreyòl Essence,4.9,"Water (Aqua, Eau), Cetearyl Alcohol, Polysorbate 60, Carthamus Tinctorious (Safflower) Seed Oil, Behentrimonium Chloride, Ricinus Communis (Castor) Seed Oil, Glycerin, Linum Usitatissimum (Linseed) Seed Oil, Steareth-20, Cetyl Alcohol, Polysorbate-20, Tocopheryl Acetate (Vitamin E), Argania Spinosa (Argan) Kernel Oil, Vegetable Oil, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Cananga Odorata (Ylang Ylang) Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Dulcis (Orange) Oil, Mentha Piperita (Peppermint) Oil.",https://www.ulta.com/p/haitian-black-castor-oil-deep-conditioning-hair-mask-pimprod2013608
The Healthy Scalp Serum Hair Density Treatment,BeautyBio,4.9,"Water/Aqua/Eau, Glycerin, Pentylene Glycol, Epilobium Angustifolium Flower/Leaf/Stem Extract, Larix Europaea Wood Extract, Eriobotrya Japonica Leaf Extract, Camellia Sinensis Leaf Extract, Glycine, Ethylhexylglycerin, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Propanediol, Butylene Glycol, Glyceryl Polyacrylate, Disodium Edta, Sodium Metabisulfite, Zinc Chloride, Phenoxyethanol.",https://www.ulta.com/p/healthy-scalp-serum-hair-density-treatment-pimprod2019651
Follicle Boosting Serum,Keranique,4.6,"Water/Aqua, Butylene Glycol, Glycerin, PEG-7 Glyceryl Cocoate, PEG-12 Dimethicone, Trifolium Pratense (Clover) Flower Extract, Hydrolyzed Keratin, Keratin, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Panax Ginseng Root Extract, Panthenol, Arctium Majus Root Extract, Hydrolyzed Soy Protein, Hydrolyzed Rice Protein, Polyquaternium-11, Calcium Pantothenate, Guar Hydroxypropyltrimonium Chloride, Hydrolyzed Ceratonia Siliqua Seed Extract, Caprylic/Capric Triglyceride, Polysorbate 20, Octocrylene, Butyl Methoxydibenzoylmethane, Polyquaternium-7, Zea Mays (Corn) Starch, Malus Domestica Fruit Cell Culture Extract, Chondrus Crispus (Carrageenan) Extract, Xanthan Gum, Laminaria Digitata Extract, Acetyl Tyrosine, Arginine, Niacinamide, PEG-12 Dimethicone, Zinc Gluconate, Lecithin, Mannitol, Glycogen, Ornithine HCL, Citrulline, Dextran, Acetyl Tetrapeptide-3, Quaternium-95, Menthol, Behentrimonium Chloride, Glucosamine HCL, Inulin Lauryl Carbamate, Biotin, Sucrose Laurate, Mentha Piperita (Peppermint) Oil, Ethoxydiglycol , Dipropylene Glycol , Citric Acid , BHT, Propanediol, Disodium EDTA, Phenoxyethanol, Sodium Benzoate, Chlorphenesin.",https://www.ulta.com/p/follicle-boosting-serum-xlsImpprod11331133
Extreme Bleach Recovery Lamellar Water Treatment,Redken,4.4,"Propylene Glycol, Alcohol Denat., Myristyl Alcohol, Aqua/Water/Eau, Parfum/Fragrance, Dicaprylyl Carbonate, Cetrimonium Chloride, Behentrimonium Chloride, Isopropyl Alcohol, Benzyl Salicylate, Benzyl Alcohol, Linalool, Hexyl Cinnamal, Geraniol, Amyl Cinnamal, Coumarin, Citronellol, Centella Asiatica Extract, Ethylhexyl Salicylate, Limonene, Tocopherol.",https://www.ulta.com/p/extreme-bleach-recovery-lamellar-water-treatment-pimprod2015397
So Silver All-In-One Toning Leave-In Spray,Matrix,4.6,"Ingredients: Water, Cetearyl Alcohol, Phenoxyethanol, Fragrance, Amodimethicone, Hydroxypropyl Starch Phosphate, Cetrimonium Chloride, Ceteareth-20, Ethylhexylglycerin, C11-15 Pareth-7, Laureth-9, Glycerin, Trideceth-12, Benzyl Salicylate, Benzyl Alcohol, Ext. Violet 2, Citric Acid, Limonene, Linalool (F.I.L. U289317/1). 93180 Mx2 - Ingredients: Aqua / Water, Cetearyl Alcohol, Phenoxyethanol, Parfum / Fragrance, Amodimethicone, Hydroxypropyl Starch Phosphate, Cetrimonium Chloride, Ceteareth-20, Ethylhexylglycerin, C11-15 Pareth-7, Laureth-9, Glycerin, Trideceth-12, Benzyl Salicylate, Benzyl Alcohol, Ci 60730 / Acid Violet 43, Citric Acid, Limonene, Linalool (F.I.L. Z289325/1).",https://www.ulta.com/p/so-silver-all-in-one-toning-leave-in-spray-pimprod2032965
Intense Thickening Hair & Scalp Mask,Grow Gorgeous,4.3,"Aqua/Water/Eau, Cetearyl Alcohol, Fragrance (Parfum), Hydrolised Pea Protein, Behentrimonium Chloride, Caffeine, Cetrimonium Chloride, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Propylene Glycol, Phenoxyethanol, PEG-100 Stearate, Glyceryl Stearate, Avena Sativa (Oat) Kernel Oil, Butyrospermum Parkii (Shea) Butter, Cocos Nucifera (Coconut) Oil, Sodium PCA, Isopropyl Alcohol, Sodium Lactate, Arginine, Disodium EDTA, Glycerin, Hydrolyzed Jojoba Esters, Aspartic Acid, PCA, Chlorphenesin, Allantoin, Niacinamide, Urea, Leuconostoc/Radish Root Ferment Filtrate, Glycine, Alanine, Disodium Phosphate, Citric Acid, Serine, Valine, Butylphenyl Methylpropional, Limonene, Linalool, Biotin, Isoleucine, Proline, Threonine, Rhizobian Gum, Sodium Hyaluronate, Histidine, Phenylalanine, Sodium Hydroxide.",https://www.ulta.com/p/intense-thickening-hair-scalp-mask-pimprod2013530
Travel Size Silk Therapy Original,Biosilk,4.7,"Cyclopentasiloxane, Cyclotetrasiloxane, Dimethiconol, Cyclohexasiloxane, Alcohol Denat., C12-15 Alkyl Benzoate, Phenoxyethanol, Panthenol, Ethyl Ester of Hydrolyzed Silk, Fragrance (Parfum), Benzyl Benzoate, Hexyl Cinnamal, Linalool, Alpha-Isomethyl Ionone, Citronellol, Geraniol, Hydroxycitronellal, Butylphenyl Methylpropional, Eugenol.",https://www.ulta.com/p/travel-size-silk-therapy-original-xlsImpprod6480300
Travel Size Double Cream Deep Quencher,Curlsmith,4.4,"Water (Aqua), Cetearyl Alcohol (Plant Derived), Behentrimonium Chloride, Propanediol, Hydroxypropyl Starch Phosphate, Cetyl Esters, Fragrance (Parfum), Guar Hydroxypropyltrimonium Chloride, Selaginella Lepidophylla (Rose Of Jericho) Extract, Carapa Guaianensis (Andiroba) Seed Oil, Aloe Barbadensis (Aloe Vera) Leaf Juice, Ocimum Basilicum (Basil) Leaf Extract, Piper Nigrum (Black Pepper) Seed Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil*, Persea Gratissima (Avocado) Oil*, Butyrospermum Parkii (Shea Butter), Panthenol, Ethylhexylglycerin, Citric Acid, Disodium Edta, Sodium Hydroxide, Potassium Sorbate, Sodium Benzoate, Glycerin, Phenoxyethanol, Linalool, Limonene.,*Organic Ingredients",https://www.ulta.com/p/travel-size-double-cream-deep-quencher-pimprod2010548
Rapid Repair Hair Mask,Bondi Boost,4.9,"Aloe Barbadensis (Aloe Vera) Leaf Juice*, Cetearyl Alcohol, Behentrimonium Chloride, Glycerin, Coco-Caprylate, Polyquaternium-10, Butyrospermum Parkii (Shea) Butter*, Propanediol, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Argania Spinosa (Argan) Kernel Oil*, Panthenol (Pro Vitamin B5), Hydrolyzed Quinoa, Olea Europaea (Olive) Fruit Oil*, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil*, Caprylic/Capric Triglyceride, Queensland Nut (Macadamia Ternifolia) Seed Oil*, Lavandula Angustifolia (Lavender) Flower Oil, Equisetum Arvense (Horsetail) Leaf Extract, Hydrolyzed Jojoba Esters, Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract*, Lycium Barbarum (Goji Berry) Fruit Extract, Coffea Robusta (Green Coffee) Seed Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Hydrolyzed Brazil Nut Protein, Fragrance, Pentylene Glycol, Caprylyl Glycol, Ethylhexylglycerin, Citric Acid. *Certified Organic Ingredients",https://www.ulta.com/p/rapid-repair-hair-mask-pimprod2035221
"Don't Despair, Repair! Strengthening Treatment Hair Oil",Briogeo,4.3,"Caprylic/Capric Triglyceride,* Hydrogenated Castor Oil/Sebacic Acid Copolymer,* Ethyl Macadamiate,* Rose Flower Oil,* Ceramide NP, Squalane,* Rose Extract,* Fragaria Ananassa (Strawberry) Seed Oil,* Prunus Amygdalus Dulcis (Sweet Almond) Oil,* Undaria Pinnatifida Extract,* Panthenol, Rosa Canina Fruit Oil,* Hydrolyzed Hyaluronic Acid, Prunus Domestica Seed Oil,* Tocopheryl Acetate, Dicaprylyl Ether,* 1,2-Hexanediol, Dicaprylyl Carbonate,* Malic Acid, Tocopherol, Fragrance (Parfum).,*Coconut, vegetable, or plant derived.",https://www.ulta.com/p/dont-despair-repair-strengthening-treatment-hair-oil-pimprod2021366
Color Fanatic Multi-Tasking Deep-Conditioning Mask,Pureology,4.6,"Aqua/Water/Eau, Cetearyl Alcohol, Amodimethicone, Behentrimonium Chloride, Cetyl Esters, Parfum/Fragrance, Isopropyl Alcohol, Trideceth-6, Olea Europaea Oil/Olive Fruit Oil, Camelina Sativa Oil/Camelina Sativa Seed Oil, Tocopherol, Xylose, Ethylhexyl Methoxycinnamate, Cetrimonium Chloride, Butylene Glycol, Chlorhexidine Dihydrochloride, Linalool, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Benzyl Alcohol, 2-Oleamido-1,3-Octadecanediol, Geraniol, Bht, Melanin, Pentylene Glycol, Ethylhexylglycerin.",https://www.ulta.com/p/color-fanatic-multi-tasking-deep-conditioning-mask-xlsImpprod12871067
Travel Size Intense Therapy Repairing Masque,Pravana,3.5,"Water/Aqua/Eau, Cetearyl Alcohol, Phenyl Trimethicone, Dimethicone, Behentrimonium Methosulfate, Ceteareth-25, Stearamidopropyl Dimethylamine, C13-16 Isoparaffin, Glycerine, Cetrimonium Methosulfate, Quaternium-91, Mineral Oil/Paraffinum Liquidum/Huile Minérale, Phenoxyethanol, Fragrance (Parfum), Amodimethicone, Cetrimonium Chloride, Citric Acid, Heptyl Undecylenate, C12-14 Sec-Pareth-7, Guar Hydroxypropyltrimonium Chloride, Panthenol, Lauryl Alcohol, C12-14 Sec-Pareth-5, Sodium PCA, Sodium Lactate, Myristyl Alcohol, Argania Spinosa Kernel Oil, Lactobacillus/Wasabia Japonica Root Ferment Extract, Arginine, Oleyl Alcohol, Aspartic Acid, Keratin Amino Acids, PCA, Citronellol, Acetic Acid, Glycine, Alanine, Serine, Lanolin Alcohol, Valine, Decyl Alcohol, Isoleucine, Proline, Threonine, Propylene Glycol, Calycophyllum Spruceanum Bark Extract, Leuconostoc/Radish Root Ferment Filtrate, Melanin, Polyquaternium-10, Hydrolyzed Cottonseed Protein, Hydrolyzed Soy Protein, Histidine, Phenylalanine, Superoxide Dismutase, Tocopheryl Acetate, Butylene Glycol, Hydrogenated Starch Hydrolysate, Iodopropynyl Butylcarbamate, Disodium EDTA, Helianthus Annuus (Sunflower) Seed Extract, Potassium Sorbate, Nymphaea Caerulea Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, PEG-40 Hydrogenated Castor Oil, Equisetum Arvense Extract, Aphanizomenon Flos-Aquae Extract, Arnica Montana Flower Extract, Malachite Extract, Cinchona Succirubra Bark Extract, Propylparaben, Loeselia Mexicana Leaf Extract.",https://www.ulta.com/p/travel-size-intense-therapy-repairing-masque-pimprod2019445
OUAI to Grow Serum & Supplement Bundle,OUAI,3,"Scalp Serum: Aqua / Water / Eau, Polysorbate 20, Butylene Glycol, Glycerin, Polyquaternium-7, Rhodiola Rosea Extract, Sodium Hyaluronate, Tocopheryl Acetate, Acetyl Tetrapeptide-3, Tocopherol, Rosa Centifolia Flower Extract, Dextran, Trifolium Pratense (Clover) Flower Extract, Acanthopanax Senticosus (Eleuthero) Root Extract, Rhaponticum Carthamoides Root Extract, Inonotus Obliquus (Mushroom) Extract, Selaginella Lepidophylla Extract, Ethylhexylglycerin, Disodium Edta, Sodium Hydroxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citric Acid, Sodium Benzoate, Phenoxyethanol, Fragrance / Parfum, Eugenol, Limonene, Linalool,Thick & Full Supplements: Dicalcium Phosphate, Pea Shoot Extract, Pyridoxine HCl, Calcium D Pantothenate, Riboflavin, Niacinamide, Ascorbic Acid, Magnesium salts of fatty acids, Ferrous Fumarate, Zinc Sulfate, Biotin, Amla Extract, Thiamine Mononitrate, Cyanocobalamin, Hypromellose (Capsule), Titanium Dioxide (Capsule)",https://www.ulta.com/p/ouai-grow-serum-supplement-bundle-pimprod2034960
Rapid Repair Serum,Bondi Boost,4.7,"Aloe Barbadensis (Aloe Vera) Leaf Juice*, Behentrimonium Methosulfate, Cetearyl Alcohol, Glyceryl Stearate, Glycerin, Coco-Caprylate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Santalum Acuminatum (Quandong) Fruit Extract*, Syzygium Leuhmanii Fruit (Lilly Pilly) Extract*, Cocos Nucifera (Coconut) Oil*, Queensland Nut (Macadamia Ternifolia) Seed Oil*, Chamomilla Recutita (Matricaria) Flower Extract, Fragrance, Pentylene Glycol, Caprylyl Glycol, Ethylhexylglycerin, Citric Acid.,*Certified Organic Ingredients.",https://www.ulta.com/p/rapid-repair-serum-pimprod2014477
Hair Toning Treatment,Four Reasons Color Mask,4.2,"Aqua (Water), Cetearyl Alcohol, Propylene Glycol, Cetrimonium Chloride, Panthenol, Wheat Amino Acids, Hydrolyzed Wheat Gluten, Amodimethicone, Hydrolyzed Quinoa, Glycerin, Hydrolyzed Soy Protein, Trideceth-12, Ethylhexylglycerin, C11-15 Pareth-7, Hydrolyzed Corn Protein, Laureth-9, Phenoxyethanol, Parfum (Fragrance), Basic Brown 16, Basic Yellow 87, Basic Red 76, Basic Blue 99, Acid Violet 43, Basic Yellow 57.",https://www.ulta.com/p/hair-toning-treatment-pimprod2007052
Hair Thinning Therapy Conditioner ,Pura d'or,4.5,"Decolorized Aloe Barbadensis (Aloe Vera) Leaf Juice*, Cetearyl Alcohol, Stearamidopropyl Dimethylamine, Limnanthes Alba (Meadowfoam) Seed Oil, Ethylhexyl Olivate, Squalane, Polyquaternium-81, Guar Hydroxypropyltrimonium Chloride, Hydroxyethylcellulose, Glycerin, Oryza Sativa (Rice) Bran Extract, Helianthus Annuus (Sunflower) Extract, Argania Spinosa (Argan) Kernel Oil*, Phyllanthus Emblica (Amla) Fruit Oil, Nigella Sativa (Black Cumin) Seed Oil*, Cedrus Atlantica (Cedarwood) Bark Oil*, Hibiscus Sabdariffa (Hibiscus) Flower Extract, Camellia Sinensis (Green Tea) Leaf Extract, Urtica Dioica (Nettle) Leaf Extract, Beta-Sitosterol, Rosmarinus Officinalis (Rosemary) Leaf Oil*, Polygonum Multiflorum (He Shou Wu) Root Extract, Serenoa Serrulata (Saw Palmetto) Fruit Extract, Soy Isoflavones, Glycine Soja (Soybean) Sterols, Lecithin, Cucurbita Pepo (Pumpkin) Seed Oil, Niacin, Biotin, Capsicum Frutescens (Cayenne) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Malus Domestica (Apple) Fruit Cell Culture Extract, Copper Tripeptide-1, Catalase, Caffeine, Caprylic/Capric Triglyceride, Linoleic Acid, Stearyl Glycyrrhetinate, Meadowfoam Estolide, Micrococcus Lysate, Ganoderma Lucidum (Mushroom) Stem Extract, Prunus Africana (Pygeum) Bark Extract, Potassium Sorbate, Sodium Benzoate, Phospholipids, Plankton Extract, Retinol (Vitamin A), Panthenol, Tocopherol (Vitamin E), Citric Acid.*Certified Organic Ingredients.",https://www.ulta.com/p/hair-thinning-therapy-conditioner-xlsImpprod15751043
Silk Therapy Irresistible,Biosilk,4.3,"Cyclopentasiloxane , Dimethiconol, Alcohol Denat., Ethyl Ester of Hydrolyzed Silk, Panthenol, C12-15 Alkyl Benzoate, Fragrance (Parfum), Benzyl Benzoate, Benzyl Salicylate, Citronellol, Coumarin, Geraniol, Hexyl Cinnamal, Limonene, Linalool ID: 80-BSILI.",https://www.ulta.com/p/silk-therapy-irresistible-pimprod2029567
Root Refresh Micellar Rinse,Sunday || Sunday ,3.6,"Water (Aqua), Glycerin, Methyl Gluceth-20, Camellia Sinensis Leaf Extract, Commiphora Myrrha Resin Extract, Pyrus Malus (Apple) Fruit Extract, Allantoin, Lauryl Methyl Gluceth-10 Hydroxypropyldimonium Chloride, Propylene Glycol, PEG-120 Methyl Glucose Trioleate, Vinegar (Acetum), Polysorbate 20, Cocamidopropyl Hydroxysultaine, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Fragrance (Parfum).",https://www.ulta.com/p/root-refresh-micellar-rinse-pimprod2027359
Dark Oil Lightweight Mask,Sebastian,4.7,"Aqua/Water/Eau, Stearyl Alcohol, Behentrimonium Chloride, Cetyl Alcohol, Parfum/Fragrance, Panthenol, Isopropyl Alcohol, Benzyl Alcohol, Phenoxyethanol, PEG-2M, Methylparaben, Propylene Glycol, Quaternium-80, Propylparaben, Disodium EDTA, Hexyl Cinnamal, Coumarin, Citronellol, Silica, Citric Acid, Argania Spinosa Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, BHT",https://www.ulta.com/p/dark-oil-lightweight-mask-pimprod2008149
"Instant Exfoliating Scalp Scrub for Build Up, Dandruff + Dry Scalp",KRISTIN ESS HAIR,3.9,"Sucrose, Glycerin, Polysorbate 20, Butylene Glycol, Water (Aqua/Eau), Fragrance (Parfum), Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Algin, Caprylic/Capric Triglyceride, Carrageenan, Chamomilla Recutita (Matricaria) Flower Extract, Chitosan, Coco-Glucoside, Guar Hydroxypropyltrimonium Chloride, Helianthus Annuus (Sunflower) Seed Oil, Mangifera Indica (Mango) Seed Butter, Persea Gratissima (Avocado) Oil, Polysorbate 60, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Ricinus Communis (Castor) Seed Oil, Sorbitan Oleate, Squalane, Xanthan Gum, Phenoxyethanol, Coumarin.",https://www.ulta.com/p/instant-exfoliating-scalp-scrub-build-up-dandruff-dry-scalp-pimprod2023602
Cure Liqueur Restorative Pre-Shampoo Treatment Oil,Drybar,4.8,"Caprylic/Capric Triglyceride, PPG-3 Isostearyl Methyl Ether, PPG-3 Benzyl Ether Myristate, Olea Europaea (Olive) Fruit Oil, Triticum Vulgare (Wheat) Germ Oil, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Ethylhexylglycerin, Tocopherol, Squalane, Mauritia Flexuosa Fruit Oil, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Parfum (Fragrance), Citronellol.",https://www.ulta.com/p/cure-liqueur-restorative-pre-shampoo-treatment-oil-pimprod2027311
"Scalp Recovery Conditioner, Moisturizing Conditioner for Itchy, Flaky Scalp",Nioxin,4.5,"Active: Zinc Pyrithione. Inactive: Water, Stearyl Alcohol, Cetyl Alcohol, Stearamidopropyl Dimethylamine, Dimethicone, Glutamic Acid, Benzyl Alcohol, Phenoxyethanol, Fragrance, Propylparaben, Methylparaben, Citric Acid, Mentha Piperita (Peppermint) Oil, Mentha Arvensis Leaf Oil, Menthol, Camellia Sinensis Leaf Extract, Yeast Extract, Lecithin, Saccharomyces/Magnesium Ferment, Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides, Saccharomyces/Iron Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment.",https://www.ulta.com/p/scalp-recovery-conditioner-moisturizing-conditioner-itchy-flaky-scalp-xlsImpprod4450419
Travel Size One United Multi-Benefit Treatment Spray,Redken,4.5,"Aqua / Water / Eau, Cocos Nucifera Oil / Coconut Oil, Amodimethicone, Polyquaternium-37, Phenoxyethanol, Propylene Glycol Dicaprylate / Dicaprate, Parfum / Fragrance, Acetamide MEA, Lactamide MEA, Dimethicone PEG-7 Phosphate, PPG-1 Trideceth-6, Trideceth-6, Behentrimonium Chloride, Xylose, Lactic Acid, Ethylhexylglycerin, Cetrimonium Chloride, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Citronellol, Geraniol, Linalool, Alpha-Isomethyl Ionone, Viola Odorata Extract, Viola Odorata Flower / Leaf Extract, Sodium Hydroxide.",https://www.ulta.com/p/travel-size-one-united-multi-benefit-treatment-spray-xlsImpprod12541001
Coconut Milk Anti-Breakage Serum,OGX,4.6,"Dimethicone, Cyclotetrasiloxane, Cyclopentasiloxane, Dimethiconol, C12-15 Alkyl Benzoate, Cocos Nucifera (Coconut) Oil, Hydrolyzed Milk Protein, Albumen, Silk Amino Acids, Butyrospermum Parkii (Shea) Butter, Water (Aqua), Glycerin, Fragrance (Parfum).",https://www.ulta.com/p/coconut-milk-anti-breakage-serum-xlsImpprod2960061
Brass to Sass Brunette Leave-in Cream,Eva Nyc,4.6,"Water, Isododecane, Isopropyl Palmitate, Glyceryl Stearate, Cetearyl Alcohol, Cetyl Palmitate, Spirulina Maxima Extract, Tanacetum Annuum (Blue Tansy) Flower Oil, Juniperus Communis (Juniper Berry) Fruit Extract, Limnanthes Alba (Meadowfoam) Seed Oil, Squalane, Hydrolyzed Vegetable Protein, Sorbitan Palmitate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Propylene Glycol Dibenzoate, Methylpropanediol, Sorbitan Oleate, Caprylyl Glycol, Polysorbate 60, Tetrasodium Glutamate Diacetate, Polyquaternium-80, Sorbitan Isostearate, Didecyldimonium Chloride, Glycerin, Fragrance, Blue 1 (CI 42090)",https://www.ulta.com/p/brass-sass-brunette-leave-in-cream-pimprod2033402
"Travel Size Don't Despair, Repair! Deep Conditioning Hair Mask",Briogeo,3.1,"Water/Aqua/Eau, Brassica Alcohol,* Cetyl Alcohol,* Propanediol,* Stearyl Alcohol,* Persea Gratissima (Avocado) Oil,* Prunus Amygdalus Dulcis (Sweet Almond) Oil,* Rosa Canina Fruit Oil,* Argania Spinosa Kernel Oil,* Aloe Barbadensis Leaf Juice,* Panthenol, Leuconostoc/Radish Root Ferment Filtrate,* Biotin, Hydrolyzed Corn Protein,* Hydrolyzed Wheat Protein,* Hydrolyzed Soy Protein,* Panax Ginseng Root Extract,* Calendula Officinalis Flower Extract,* Laurus Nobilis Leaf Extract,* Palmaria Palmata Extract,* Guar Hydroxypropyltrimonium Chloride,* Cetyl Esters,* Isododecane, Cetrimonium Chloride,* Cetearyl Alcohol,* Behentrimonium Methosulfate,* Brassicyl Isoleucinate Esylate,* Citric Acid,* Isopropyl Myristate,* Butylene Glycol, Glycerin,* Fragrance (Parfum), Dehydroacetic Acid, Benzyl Alcohol.,*Coconut, vegetable, or plant derived.",https://www.ulta.com/p/travel-size-dont-despair-repair-deep-conditioning-hair-mask-pimprod2025016
